line	FT	PH	GY	seqname
MG101	61.7051672442606	257.140996169437	231.390292982967	MG101-x-MG1522
MG993	64.5701228638067	259.812499737274	228.304290238748	MG993-x-MG1522
MG897	63.1376450540336	272.965202302924	220.339464108431	MG897-x-MG1522
MG708	62.5009882496901	282.885385551492	234.738138384271	MG708-x-MG1522
MG173	62.8193166518619	254.549637708636	227.995689964326	MG173-x-MG1522
MG283	65.3659438692361	273.633078194884	222.347147130285	MG283-x-MG1522
MG1092	62.5009882496901	270.783474389191	223.77815288056	MG1092-x-MG1522
MG1104	61.8643314453465	262.653198531074	234.990629517889	MG1104-x-MG1522
MG1281	62.9784808529478	264.558871076131	247.26116423895	MG1281-x-MG1522
MG450	60.2726894344876	238.057555683189	194.971007499224	MG450-x-MG1522
MG1341	NA	NA	NA	MG1341-x-MG1522
MG651	61.227674641003	266.544688728223	247.448194708296	MG651-x-MG1522
MG1232	61.5460030431747	NA	230.749045659493	MG1232-x-MG1522
MG1435	62.8193166518619	256.108014789874	228.022408602804	MG1435-x-MG1522
MG836	61.0685104399171	266.117248157369	223.882355570625	MG836-x-MG1522
MG636	62.5009882496901	257.719821942469	219.321483982416	MG636-x-MG1522
MG917	60.2726894344876	243.632093128076	213.642437373899	MG917-x-MG1522
MG562	62.660152450776	266.998844334755	233.818126594889	MG562-x-MG1522
MG707	62.8193166518619	281.460583648646	254.154572966296	MG707-x-MG1522
MG983	62.3418240486042	283.508736383987	252.965593554021	MG983-x-MG1522
MG1024	61.7051672442606	260.061840070272	220.903227380318	MG1024-x-MG1522
MG972	60.5910178366594	251.174638201268	210.421505505365	MG972-x-MG1522
MG187	60.9093462388312	254.389347494565	217.691647035252	MG187-x-MG1522
MG1279	64.4109586627208	268.77094170142	239.144041869307	MG1279-x-MG1522
MG1184	62.9784808529478	257.479386621363	213.92699087369	MG1184-x-MG1522
MG373	60.1135252334017	259.011048666923	214.04321695107	MG373-x-MG1522
MG1405	62.8193166518619	277.203987963892	219.51118631561	MG1405-x-MG1522
MG988	63.9334660594631	279.269950723019	256.317001444908	MG988-x-MG1522
MG929	60.4318536355735	260.177605224879	219.153156560004	MG929-x-MG1522
MG164	61.0685104399171	273.357022826207	240.373099239299	MG164-x-MG1522
MG741	62.0234956464324	261.976417627222	232.17849281807	MG741-x-MG1522
MG1113	63.2968092551195	277.880768867744	220.155105502932	MG1113-x-MG1522
MG904	61.0685104399171	241.120879774309	226.37520454063	MG904-x-MG1522
MG495	60.5910178366594	257.354716454864	200.450109625344	MG495-x-MG1522
MG1288	63.4559734562054	252.403529842473	212.847557879175	MG1288-x-MG1522
MG1442	61.0685104399171	259.331629095064	224.430087659426	MG1442-x-MG1522
MG1174	62.8193166518619	274.381099193878	234.436217769468	MG1174-x-MG1522
MG1223	63.9334660594631	278.450689628883	247.454874367916	MG1223-x-MG1522
MG1247	61.227674641003	271.06843476976	224.475509344838	MG1247-x-MG1522
MG1038	64.2517944616349	276.562827107611	232.272008052744	MG1038-x-MG1522
MG468	61.3868388420888	260.1508901892	217.259473057869	MG468-x-MG1522
MG1303	63.1376450540336	267.221469632075	230.308188124604	MG1303-x-MG1522
MG574	61.8643314453465	271.932220923361	234.344483772907	MG574-x-MG1522
MG604	61.227674641003	263.988950314992	238.353170170356	MG604-x-MG1522
MG908	62.0234956464324	265.725427634086	224.286252317832	MG908-x-MG1522
MG329	62.8193166518619	251.032158010984	214.482738554034	MG329-x-MG1522
MG826	62.660152450776	252.6172501279	214.156771164602	MG826-x-MG1522
MG714	61.3868388420888	275.912761239438	238.612340963593	MG714-x-MG1522
MG958	62.1826598475183	263.116259149499	210.996656549384	MG958-x-MG1522
MG126	61.7051672442606	258.895283512317	218.578705832725	MG126-x-MG1522
MG376	62.9784808529478	264.30062573124	224.793461142727	MG376-x-MG1522
MG136	61.5460030431747	247.479058265761	196.399564032066	MG136-x-MG1522
MG852	60.7501820377453	281.353723505932	244.378223147164	MG852-x-MG1522
MG150	62.0234956464324	267.497525000752	230.081079697541	MG150-x-MG1522
MG691	60.9093462388312	277.123842856857	221.463205516208	MG691-x-MG1522
MG611	62.3418240486042	270.169028568588	248.329909778073	MG611-x-MG1522
MG91	61.3868388420888	267.800295405106	212.045998724833	MG91-x-MG1522
MG367	62.5009882496901	280.231692007441	245.259938216941	MG367-x-MG1522
MG374	61.8643314453465	246.312501707805	215.530109182375	MG374-x-MG1522
MG384	60.4318536355735	269.964213295054	194.462803847015	MG384-x-MG1522
MG833	62.0234956464324	259.44739424967	218.207316757879	MG833-x-MG1522
MG1328	NA	NA	NA	MG1328-x-MG1522
MG670	61.0685104399171	240.515338965599	212.269767322087	MG670-x-MG1522
MG1478	62.0234956464324	258.788423369603	227.064545413365	MG1478-x-MG1522
MG716	62.1826598475183	263.294359387355	218.743470765553	MG716-x-MG1522
MG503	61.8643314453465	260.587235771947	240.011061687921	MG503-x-MG1522
MG1063	65.525108070322	276.625162190861	224.587727626446	MG1063-x-MG1522
MG858	63.2968092551195	273.962563634917	231.149825236664	MG858-x-MG1522
MG386	61.8643314453465	263.427934565747	229.365020186328	MG386-x-MG1522
MG326	60.1135252334017	249.723121262744	214.578925652555	MG326-x-MG1522
MG1099	61.8643314453465	263.668369886852	217.082462077952	MG1099-x-MG1522
MG106	61.3868388420888	243.640998139968	205.713681405527	MG106-x-MG1522
MG794	62.0234956464324	265.173316896733	238.222556964615	MG794-x-MG1522
MG267	61.3868388420888	249.464875917853	217.509960293601	MG267-x-MG1522
MG867	64.2517944616349	268.245545999746	223.943808439124	MG867-x-MG1522
MG586	60.5910178366594	278.468499652668	228.646288811267	MG586-x-MG1522
MG881	61.7051672442606	263.721799958209	222.319315219657	MG881-x-MG1522
MG515	62.1826598475183	264.256100671776	221.384162872924	MG515-x-MG1522
MG1233	62.9784808529478	289.822389815975	249.084711315079	MG1233-x-MG1522
MG1198	60.7501820377453	272.991917338603	230.944091720383	MG1198-x-MG1522
MG200	59.9543610323158	249.375825798925	210.148975392889	MG200-x-MG1522
MG61	59.9543610323158	260.560520736269	223.000640500848	MG61-x-MG1522
MG1156	61.7051672442606	272.698051946141	210.271881129888	MG1156-x-MG1522
MG1476	NA	NA	NA	MG1476-x-MG1522
MG1064	63.4559734562054	265.823382764907	222.463595867438	MG1064-x-MG1522
MG50	60.7501820377453	264.051285398242	211.939124170921	MG50-x-MG1522
MG874	61.7051672442606	277.275228059034	226.821405803214	MG874-x-MG1522
MG1457	62.5009882496901	284.167707264054	228.801924880402	MG1457-x-MG1522
MG889	63.4559734562054	268.503791344637	241.155955346707	MG889-x-MG1522
MG1310	NA	NA	NA	MG1310-x-MG1522
MG702	62.5009882496901	267.74686533375	218.910016949853	MG702-x-MG1522
MG1453	62.0234956464324	274.122853848987	223.6686064628	MG1453-x-MG1522
MG424	60.9093462388312	275.111310169087	225.378599325398	MG424-x-MG1522
MG1000	60.4318536355735	262.0031326629	212.286466471136	MG1000-x-MG1522
MG587	60.4318536355735	264.754781337772	224.198594752093	MG587-x-MG1522
MG1250	60.7501820377453	280.160451912298	228.275719344881	MG1250-x-MG1522
MG383	61.3868388420888	256.179254885016	218.622346280025	MG383-x-MG1522
MG1225	60.2726894344876	262.662103542967	212.297153926527	MG1225-x-MG1522
MG336	61.0685104399171	265.698712598408	232.036884034136	MG336-x-MG1522
MG517	62.8193166518619	264.621206159381	235.324612498865	MG517-x-MG1522
MG655	62.3418240486042	263.855375136601	246.967259215691	MG655-x-MG1522
MG1267	62.660152450776	261.798317389366	209.151479551921	MG1267-x-MG1522
MG94	61.7051672442606	265.057551742127	218.570690241181	MG94-x-MG1522
MG514	63.4559734562054	253.676946543142	231.414339757597	MG514-x-MG1522
MG1206	61.7051672442606	261.967512615329	235.780165284916	MG1206-x-MG1522
MG1492	62.660152450776	265.119886825377	201.438699249033	MG1492-x-MG1522
MG1416	61.227674641003	276.464871976791	230.073064105997	MG1416-x-MG1522
MG1244	60.7501820377453	250.622527463915	236.290491279848	MG1244-x-MG1522
MG1441	63.7743018583772	275.556560763726	235.243120651507	MG1441-x-MG1522
MG820	64.092630260549	255.938819563911	220.112355681367	MG820-x-MG1522
MG1010	60.7501820377453	247.532488337117	215.105282830574	MG1010-x-MG1522
MG497	61.0685104399171	255.653859183341	212.730663835834	MG497-x-MG1522
MG718	64.5701228638067	257.572187868174	228.388899256142	MG718-x-MG1522
MG1157	63.7743018583772	278.343829486169	238.230264433357	MG1157-x-MG1522
MG1158	62.8193166518619	272.82272211264	221.146366990469	MG1158-x-MG1522
MG796	62.9784808529478	286.67892061782	228.2401655064	MG796-x-MG1522
MG1313	NA	NA	NA	MG1313-x-MG1522
MG1049	62.0234956464324	259.126813821529	242.638839782241	MG1049-x-MG1522
MG276	61.3868388420888	270.917049567583	224.194963640818	MG276-x-MG1522
MG1458	61.5460030431747	277.827338796387	226.420626226043	MG1458-x-MG1522
MG411	59.9543610323158	246.891327480837	210.977253185709	MG411-x-MG1522
MG677	63.1376450540336	253.311841055538	225.819456860286	MG677-x-MG1522
MG1176	59.7951968312299	268.414741225709	249.799434894368	MG1176-x-MG1522
MG790	62.0234956464324	258.788423369603	213.723929221257	MG790-x-MG1522
MG1111	62.660152450776	265.778857705443	216.614885904585	MG1111-x-MG1522
MG368	63.2968092551195	277.301943094713	233.86176704219	MG368-x-MG1522
MG416	61.0685104399171	270.74785434162	211.551703912988	MG416-x-MG1522
MG456	60.9093462388312	255.324373743308	214.130052526124	MG456-x-MG1522
MG88	61.0685104399171	240.77358431049	203.143348383935	MG88-x-MG1522
MG937	63.2968092551195	268.646271534921	224.846898419684	MG937-x-MG1522
MG755	62.0234956464324	276.812167440609	233.148379394825	MG755-x-MG1522
MG463	60.5910178366594	270.30260374698	222.690704294502	MG463-x-MG1522
MG205	62.8193166518619	240.176948513673	224.072057903819	MG205-x-MG1522
MG437	62.1826598475183	257.488291633256	241.547828706599	MG437-x-MG1522
MG422	62.0234956464324	252.77754034197	216.514691010293	MG422-x-MG1522
MG967	64.092630260549	257.684201894897	222.134956614158	MG967-x-MG1522
MG1333	NA	NA	NA	MG1333-x-MG1522
MG215	61.227674641003	267.18253929144	215.71981151557	MG215-x-MG1522
MG731	61.8643314453465	NA	216.565901729589	MG731-x-MG1522
MG1055	62.3418240486042	270.36493883023	244.362191964077	MG1055-x-MG1522
MG1110	61.7051672442606	262.973778959214	228.505570653069	MG1110-x-MG1522
MG139	59.3177042279723	260.141985177307	225.330505776137	MG139-x-MG1522
MG1193	62.8193166518619	273.481692992706	235.0079966329	MG1193-x-MG1522
MG569	61.0685104399171	NA	228.705069815919	MG569-x-MG1522
MG525	61.227674641003	261.45992693744	219.353546348589	MG525-x-MG1522
MG537	61.7051672442606	248.004453967435	218.565346513486	MG537-x-MG1522
MG633	61.227674641003	257.53281669272	220.676118953255	MG633-x-MG1522
MG863	60.1135252334017	252.412434854366	215.343078713029	MG863-x-MG1522
MG243	63.1376450540336	277.177272928214	251.071242085924	MG243-x-MG1522
MG192	60.4318536355735	253.053595710647	222.189061857076	MG192-x-MG1522
MG219	61.5460030431747	NA	229.626862843413	MG219-x-MG1522
MG1177	62.0234956464324	259.598779451847	244.132411673166	MG1177-x-MG1522
MG314	60.7501820377453	272.324041446643	216.922150247083	MG314-x-MG1522
MG1429	61.227674641003	259.643304511311	227.361122300471	MG1429-x-MG1522
MG310	61.3868388420888	268.477076308958	229.987564462867	MG310-x-MG1522
MG403	62.1826598475183	267.978395642962	240.55478598095	MG403-x-MG1522
MG259	65.6842722714079	249.942778216829	210.093978149717	MG259-x-MG1522
MG973	61.7051672442606	275.796996084831	234.118933937541	MG973-x-MG1522
MG52	64.2517944616349	235.991592924062	183.841135981404	MG52-x-MG1522
MG380	62.660152450776	272.938487267246	215.379148874974	MG380-x-MG1522
MG1324	NA	NA	NA	MG1324-x-MG1522
MG1422	61.5460030431747	256.517645336942	213.34185269102	MG1422-x-MG1522
MG1501	NA	NA	NA	MG1501-x-MG1522
MG418	62.660152450776	286.376150213465	231.259371654424	MG418-x-MG1522
MG559	61.8643314453465	275.690135942118	223.299889251802	MG559-x-MG1522
MG1285	62.3418240486042	272.546666743963	227.687089689904	MG1285-x-MG1522
MG438	63.2968092551195	252.287764687867	216.334340200566	MG438-x-MG1522
MG171	63.6151376572913	260.890006176302	245.551171376352	MG171-x-MG1522
MG1168	61.5460030431747	254.514017661064	217.2516801261	MG1168-x-MG1522
MG879	63.1376450540336	262.341523114826	226.166799160501	MG879-x-MG1522
MG1315	NA	NA	NA	MG1315-x-MG1522
MG175	64.4109586627208	273.312497766743	246.081536350142	MG175-x-MG1522
MG656	59.7951968312299	253.481036281501	217.341632871189	MG656-x-MG1522
MG183	60.1135252334017	263.21421428032	213.606367211953	MG183-x-MG1522
MG191	60.2726894344876	266.072723097905	223.481575993453	MG191-x-MG1522
MG1103	60.4318536355735	263.481364637103	231.896165875938	MG1103-x-MG1522
MG1418	61.5460030431747	266.580308775794	226.914921037887	MG1418-x-MG1522
MG1044	62.8193166518619	277.667048582317	231.107966040835	MG1044-x-MG1522
MG680	64.4109586627208	243.302607688042	217.678287716013	MG680-x-MG1522
MG1160	64.2517944616349	288.762693400733	252.898796957826	MG1160-x-MG1522
MG763	61.227674641003	264.950691599414	215.551484093158	MG763-x-MG1522
MG822	61.5460030431747	254.585257756207	219.705341750764	MG822-x-MG1522
MG749	61.0685104399171	249.67859620328	216.467933392956	MG749-x-MG1522
MG1192	60.7501820377453	275.939476275116	228.031760126271	MG1192-x-MG1522
MG470	61.5460030431747	265.22674696809	214.395902978981	MG470-x-MG1522
MG231	62.8193166518619	269.394292533916	239.729180051977	MG231-x-MG1522
MG727	60.9093462388312	260.711905938446	228.54809781486	MG727-x-MG1522
MG1154	63.1376450540336	257.283476359722	206.08774234422	MG1154-x-MG1522
MG1277	63.7743018583772	271.540400400078	217.349648462733	MG1277-x-MG1522
MG1287	64.092630260549	272.181561256359	239.504743488761	MG1287-x-MG1522
MG247	61.7051672442606	263.650559863066	223.366685847998	MG247-x-MG1522
MG771	61.0685104399171	275.725755989689	230.003595645954	MG771-x-MG1522
MG697	62.0234956464324	277.008077702251	221.65223988344	MG697-x-MG1522
MG1048	63.1376450540336	272.315136434751	220.807040281797	MG1048-x-MG1522
MG235	61.3868388420888	262.44838325754	225.325162048441	MG235-x-MG1522
MG675	62.3418240486042	277.337563142284	232.806380822305	MG675-x-MG1522
MG571	62.0234956464324	277.711573641781	228.616007683206	MG571-x-MG1522
MG753	63.0278422103033	255.315741619639	225.098818090427	MG753-x-MG1522
MG117	62.0234956464324	270.836904460548	224.375314450545	MG117-x-MG1522
MG865	63.7743018583772	266.856364144471	225.987784282698	MG865-x-MG1522
MG907	62.1826598475183	252.483674949508	234.41951862042	MG907-x-MG1522
MG678	61.5460030431747	273.641983206776	233.781611126755	MG678-x-MG1522
MG685	62.9784808529478	250.31975705956	232.850911881982	MG685-x-MG1522
MG919	62.8193166518619	253.409796186358	229.730397567516	MG919-x-MG1522
MG430	61.8643314453465	246.321406719698	224.519055328897	MG430-x-MG1522
MG224	62.8193166518619	264.986311646985	234.97059053903	MG224-x-MG1522
MG249	62.660152450776	275.449700621013	223.361342120302	MG249-x-MG1522
MG924	61.0685104399171	271.282155055187	227.288981976581	MG924-x-MG1522
MG667	60.9093462388312	250.141656821705	240.180725042257	MG667-x-MG1522
MG526	61.3868388420888	248.08459907447	194.256729226124	MG526-x-MG1522
MG377	63.6151376572913	277.275228059034	225.037936684802	MG377-x-MG1522
MG622	60.1135252334017	230.310195336462	200.463468944583	MG622-x-MG1522
MG1105	62.8193166518619	NA	220.32543682323	MG1105-x-MG1522
MG1255	62.3418240486042	276.545017083826	240.450583290886	MG1255-x-MG1522
MG851	61.5460030431747	263.864280148493	239.825367150498	MG851-x-MG1522
MG1449	61.8643314453465	279.733011341444	239.606274314978	MG1449-x-MG1522
MG1294	62.8193166518619	281.977074338427	235.402541856639	MG1294-x-MG1522
MG1125	61.3868388420888	252.911115520362	214.485410417882	MG1125-x-MG1522
MG824	61.8643314453465	274.523579384163	239.331072338654	MG824-x-MG1522
MG427	62.8193166518619	266.259728347654	219.914637756629	MG427-x-MG1522
MG701	61.5460030431747	266.420018561724	237.882922133142	MG701-x-MG1522
MG814	61.3868388420888	269.875163176126	245.473687324766	MG814-x-MG1522
MG113	62.1826598475183	NA	228.865381646788	MG113-x-MG1522
MG440	60.5910178366594	228.208612529764	193.435131092922	MG440-x-MG1522
MG1397	63.7743018583772	262.67100855486	252.41452163541	MG1397-x-MG1522
MG1340	NA	NA	NA	MG1340-x-MG1522
MG1300	62.3418240486042	267.123514501254	216.727104186193	MG1300-x-MG1522
MG265	61.5460030431747	261.878462496401	221.678067896183	MG265-x-MG1522
MG778	62.0234956464324	279.617246186838	230.989513405795	MG778-x-MG1522
MG520	62.3418240486042	257.167711205116	226.32711099137	MG520-x-MG1522
MG256	61.3868388420888	269.679252914485	226.086643245067	MG256-x-MG1522
MG513	61.0685104399171	272.591191803427	215.16205993734	MG513-x-MG1522
MG477	65.3659438692361	278.28149440292	226.928280357127	MG477-x-MG1522
MG240	62.0234956464324	263.027209030571	221.6566929854	MG240-x-MG1522
MG70	61.227674641003	263.080639101928	232.953333333935	MG70-x-MG1522
MG460	62.9784808529478	261.673647222867	221.29064763825	MG460-x-MG1522
MG500	62.8193166518619	263.997855326885	230.535296551668	MG500-x-MG1522
MG654	63.4559734562054	263.499174660889	224.261760237014	MG654-x-MG1522
MG1097	62.1826598475183	247.54139334901	220.475729164669	MG1097-x-MG1522
MG584	60.4318536355735	266.883079180149	211.892366553584	MG584-x-MG1522
MG592	61.227674641003	272.145941208788	241.262829900619	MG592-x-MG1522
MG359	65.3659438692361	264.986311646985	235.168308463768	MG359-x-MG1522
MG404	61.7051672442606	258.245217644143	223.267826885629	MG404-x-MG1522
MG560	62.3418240486042	267.479714976966	230.50857791319	MG560-x-MG1522
MG279	63.6151376572913	289.412759268907	231.058981865839	MG279-x-MG1522
MG786	61.3868388420888	276.981362666572	248.877641866874	MG786-x-MG1522
MG1237	64.5701228638067	266.001483002763	241.334079598774	MG1237-x-MG1522
MG288	64.5701228638067	243.017647307473	190.295691071747	MG288-x-MG1522
MG629	64.092630260549	261.317446747156	220.302058014561	MG629-x-MG1522
MG1117	61.8643314453465	265.021931694556	224.683914724967	MG1117-x-MG1522
MG1011	62.5009882496901	NA	238.529513184311	MG1011-x-MG1522
MG606	63.6151376572913	279.154185568413	243.258712194932	MG606-x-MG1522
MG453	60.9093462388312	252.795350365756	215.963841751456	MG453-x-MG1522
MG212	61.227674641003	244.326684055713	222.97392186237	MG212-x-MG1522
MG1219	63.2968092551195	277.73828867746	224.285807011644	MG1219-x-MG1522
MG962	59.9543610323158	261.29963672337	228.892100285266	MG962-x-MG1522
MG1127	60.4318536355735	261.183871568764	219.781044564239	MG1127-x-MG1522
MG121	62.8193166518619	NA	221.132562365042	MG121-x-MG1522
MG1138	63.6151376572913	258.921998547995	239.619633634217	MG1138-x-MG1522
MG1261	60.9093462388312	260.453660593555	210.923815908753	MG1261-x-MG1522
MG688	62.1826598475183	258.921998547995	228.143978407879	MG688-x-MG1522
MG1231	61.227674641003	276.108671501079	228.464602069616	MG1231-x-MG1522
MG1496	NA	NA	NA	MG1496-x-MG1522
MG829	60.1135252334017	254.905838184347	232.141086724201	MG829-x-MG1522
MG1430	NA	NA	NA	MG1430-x-MG1522
MG1187	64.8884512659784	245.902871160737	210.028741519737	MG1187-x-MG1522
MG934	61.7051672442606	261.486641973119	231.76435392166	MG934-x-MG1522
MG728	NA	NA	NA	MG728-x-MG1522
MG872	62.5009882496901	272.475426648821	229.306239181676	MG872-x-MG1522
MG612	61.5460030431747	263.899900196065	218.893985766766	MG612-x-MG1522
